Genes	Gene Length	Exon Number	Intron Number	Exon Length Geometric Mean	Intron Length Geometric Mean	Length of Largest Exon	Length of Largest Intron	Total Exon Length	Total Intron Length	Length of Shortest Exon	Length of Shortest Intron	Mean Exon Length	Mean Intron Length	Length First Intron	Length of Largest Exon Excluding the Last	Total Exon Length Excluding the Last	Exon Length Geometric Mean Excluding the Last	Length of Shortest Exon Excluding the Last	Mean Exon Length Excluding the Last	percentage_gene_gc_content	TMDomain	SignalPeptide	TAA	TGA	TAG	Length3UTR	Length5UTR	F0	F1	F2	AUGtoExonJunction	UTR5junctions	ExonJunctiontoStop	UTR3junctions	average_cds_exon_length	First_intron_length	LS_TG	LS_ER	LS_CY	Unbiased	CY+	ER+	TG+
ENSG00000090402	99599.0	48	47	113.218641297604	1237.5383503865294	533.0	8142.0	6012.0	93587.0	35.0	79.0	125.25	1991.212765957447	2420.0	207.0	5479.0	109.54759508966174	35.0	116.57446808510639	31.26	1	0	0	1	0	464	64	29	9	8	NA	0	68	0	116.71739130434783	2421	NA	NA	NA	NA	NA	NA	NA
ENSG00000165802	11765.0	16	15	94.80353606722514	382.8830045799677	1922.0	2109.0	3649.0	8116.0	6.0	107.0	228.0625	541.0666666666667	482.0	495.0	1727.0	77.57038492691986	6.0	115.13333333333334	65.22	0	0	0	1	0	1824	232	4	6	5	71	0	97	0	100.71428571428571	483	0.22	0.23	0.55	0	1	0	0
ENSG00000196503	18663.0	4	3	295.4784533218242	5635.976028837187	757.0	7330.0	1447.0	17216.0	163.0	4843.0	361.75	5738.666666666667	5043.0	351.0	690.0	215.9413420967369	163.0	230.0	42.05	0	0	0	1	0	577	72	2	1	0	279	0	179	0	168.5	5044	NA	NA	NA	NA	NA	NA	NA
ENSG00000127325	45695.0	10	9	168.5057038213068	1945.8297414442109	2205.0	15614.0	3419.0	42276.0	78.0	111.0	341.9	4697.333333333333	1391.0	234.0	1214.0	126.62701964138098	78.0	134.88888888888889	40.55	1	0	0	1	0	1298	114	4	2	2	152	1	906	0	134.42857142857142	1392	NA	NA	NA	NA	NA	NA	NA
ENSG00000104427	53677.0	9	8	150.2019280889978	4351.577953243807	2438.0	16707.0	3310.0	50367.0	76.0	907.0	367.77777777777777	6295.875	9622.0	152.0	872.0	106.0182749362212	76.0	109.0	34.77	0	0	0	1	0	2272	60	3	3	2	16	0	165	0	112.71428571428571	9623	NA	NA	NA	NA	NA	NA	NA
ENSG00000136010	64669.0	23	22	139.1210213485561	1814.4026262146383	4690.0	10383.0	7428.0	57241.0	70.0	83.0	322.95652173913044	2601.8636363636365	10383.0	235.0	2738.0	118.56273472191997	70.0	124.45454545454545	40.08	0	0	0	0	1	4634	22	12	4	6	48	0	55	0	126.04761904761905	10384	NA	NA	NA	NA	NA	NA	NA
ENSG00000132740	36711.0	15	14	191.03108112385172	1399.2726111948516	1068.0	11299.0	3914.0	32797.0	95.0	196.0	260.93333333333334	2342.6428571428573	2030.0	855.0	2846.0	168.93262009407707	95.0	203.28571428571428	50.62	0	0	0	1	0	870	62	4	6	4	86	0	197	0	206.53846153846155	2031	0.43	0.28	0.29	0	0	0	1
ENSG00000183735	49995.0	21	20	114.34107693204213	1290.7433438927562	785.0	7147.0	3022.0	46973.0	40.0	94.0	143.9047619047619	2348.65	3652.0	197.0	2237.0	103.84101139112725	40.0	111.85	37.75	0	0	0	0	1	733	99	6	3	10	87	1	51	0	112.94444444444444	3653	0.53	0.27	0.2	0	0	0	1
ENSG00000165588	10575.0	5	4	228.29931515000789	1063.5466009745041	2451.0	4583.0	3011.0	7564.0	64.0	153.0	602.2	1891.0	153.0	216.0	560.0	126.12318603688907	64.0	140.0	45.57	0	0	0	1	0	1830	287	1	1	0	97	2	620	0	175	154	NA	NA	NA	NA	NA	NA	NA
ENSG00000189403	9233.0	5	4	309.79913383554185	656.2611256569664	4830.0	2101.0	5456.0	3777.0	141.0	178.0	1091.2	944.25	2101.0	175.0	626.0	155.90622870277795	141.0	156.5	41.99	0	0	1	0	0	4653	155	2	0	1	150	1	176	0	159.5	2102	0.3	0.36	0.33	1	0	0	0
ENSG00000170632	24620.0	7	6	194.93535023001579	2418.08192376355	1461.0	7800.0	2371.0	22249.0	72.0	365.0	338.7142857142857	3708.1666666666665	365.0	272.0	910.0	139.3469071345865	72.0	151.66666666666666	40.09	1	0	0	1	0	1206	133	4	2	0	139	0	254	0	126.6	366	0.36	0.3	0.34	1	0	0	0
ENSG00000151131	31310.0	4	3	452.5319222251736	2490.403117370821	23148.0	3458.0	23524.0	7786.0	87.0	1699.0	5881.0	2595.3333333333335	1699.0	152.0	376.0	121.90676384438675	87.0	125.33333333333333	39.89	0	0	0	0	1	22929	37	1	2	0	115	0	218	0	111	1700	0.25	0.2	0.55	0	1	0	0
ENSG00000105894	116393.0	5	4	234.49107705429066	8484.465814283169	735.0	88464.0	1482.0	114911.0	116.0	1221.0	296.4	28727.75	88464.0	295.0	747.0	176.23252634512073	116.0	186.75	38.23	1	1	1	0	0	679	296	0	3	0	115	1	55	0	167	88465	NA	NA	NA	NA	NA	NA	NA
ENSG00000174600	51266.0	4	3	388.0326788187756	5862.890665667622	4914.0	36330.0	5488.0	45778.0	76.0	629.0	1372.0	15259.333333333334	8819.0	285.0	574.0	166.47384812319243	76.0	191.33333333333334	49.34	1	0	0	1	0	3795	571	1	0	0	3	2	1118	0	NA	8820	NA	NA	NA	NA	NA	NA	NA
ENSG00000007202	30713.0	39	38	154.28417559007264	354.91353206681435	1093.0	3874.0	7428.0	23285.0	50.0	84.0	190.46153846153845	612.7631578947369	801.0	1093.0	6627.0	147.7397660832869	50.0	174.39473684210526	46.75	1	0	0	1	0	618	102	19	12	7	68	0	182	0	173.51351351351352	802	0.35	0.46	0.19	0	0	1	0
ENSG00000184828	382712.0	5	4	387.5355468633547	62835.77147329847	3240.0	152178.0	4909.0	377803.0	62.0	9988.0	981.8	94450.75	70827.0	1224.0	1669.0	227.90464569439672	62.0	417.25	46.94	0	0	0	0	1	2588	461	0	0	1	1208	3	651	0	NA	70828	NA	NA	NA	NA	NA	NA	NA
ENSG00000166169	9376.0	9	8	249.97381199607727	667.0246250733327	936.0	2346.0	2781.0	6595.0	129.0	383.0	309.0	824.375	415.0	436.0	1845.0	211.94435119368845	129.0	230.625	52.96	0	0	0	1	0	571	482	4	2	1	115	1	364	0	207	416	0.33	0.27	0.4	1	0	0	0
ENSG00000104522	4932.0	11	10	107.10696181629125	254.36776615451737	348.0	1190.0	1345.0	3587.0	65.0	89.0	122.27272727272727	358.7	750.0	157.0	997.0	95.20100782575963	65.0	99.7	65.11	0	0	0	1	0	292	87	4	3	2	146	1	55	0	94.5	751	0.28	0.26	0.46	0	1	0	0
ENSG00000169826	46858.0	8	7	227.2931415677014	4632.530572526015	2053.0	16329.0	3765.0	43093.0	82.0	1562.0	470.625	6156.142857142857	16329.0	914.0	1712.0	165.9751616151593	82.0	244.57142857142858	38.92	1	0	0	1	0	1760	376	1	3	2	661	1	292	0	134	16330	NA	NA	NA	NA	NA	NA	NA
ENSG00000110717	5964.0	7	6	92.42734822024664	337.19848644171225	183.0	2969.0	737.0	5227.0	51.0	76.0	105.28571428571429	871.1666666666666	1418.0	173.0	554.0	82.48191338993895	51.0	92.33333333333333	57.63	0	1	0	1	0	51	53	2	3	0	NA	0	131	0	99.2	1419	0.21	0.24	0.55	0	1	0	0
ENSG00000166171	21342.0	6	5	122.07304904278492	2102.1578914802676	296.0	7498.0	819.0	20523.0	80.0	340.0	136.5	4104.6	6257.0	134.0	523.0	102.25520138968001	80.0	104.6	50.18	0	0	0	0	1	191	16	2	2	1	64	0	104	0	109.75	6258	0.27	0.25	0.48	0	1	0	0
ENSG00000085415	39521.0	9	8	162.435954814704	4067.794701982357	670.0	7781.0	1851.0	37670.0	51.0	1364.0	205.66666666666666	4708.75	3622.0	222.0	1181.0	136.06865313103546	51.0	147.625	43.55	0	0	1	0	0	474	111	3	1	4	111	0	195	0	136	3623	0.39	0.35	0.27	1	0	0	0
ENSG00000110243	2513.0	3	2	234.86073535221536	243.00617276110498	1701.0	518.0	1881.0	632.0	68.0	114.0	627.0	316.0	114.0	112.0	180.0	87.26969691708572	68.0	90.0	60.22	0	1	0	1	0	761	19	0	1	1	49	0	939	0	111	115	NA	NA	NA	NA	NA	NA	NA
ENSG00000165917	11373.0	8	7	171.0498020659516	741.3700329611154	364.0	4997.0	1622.0	9751.0	54.0	89.0	202.75	1393.0	622.0	364.0	1338.0	159.0984828398742	54.0	191.14285714285714	53.37	0	0	0	1	0	211	172	6	0	1	192	0	72	0	161.33333333333334	623	NA	NA	NA	NA	NA	NA	NA
ENSG00000122965	144269.0	24	23	125.4288611001745	2478.1657756893055	1265.0	56072.0	4148.0	140121.0	39.0	155.0	172.83333333333334	6092.217391304348	3777.0	269.0	2883.0	113.43802345628971	39.0	125.34782608695652	50.43	0	0	0	1	0	1167	98	13	7	3	36	0	97	0	123.95454545454545	3778	0.29	0.31	0.4	1	0	0	0
ENSG00000007216	24138.0	12	11	167.9373016918764	612.924621910637	683.0	15399.0	2360.0	21778.0	89.0	110.0	196.66666666666666	1979.8181818181818	15399.0	219.0	1677.0	147.82866943853827	89.0	152.45454545454547	52.55	1	0	0	0	1	512	69	5	2	4	102	0	170	0	149.6	15400	NA	NA	NA	NA	NA	NA	NA
ENSG00000165669	44400.0	9	8	165.122372199714	985.2553421905958	12984.0	14840.0	13898.0	30502.0	31.0	127.0	1544.2222222222222	3812.75	342.0	242.0	914.0	95.68758542324319	31.0	114.25	38.06	0	0	1	0	0	12932	264	3	1	2	234	2	51	0	82.2	343	0.4	0.26	0.35	1	0	0	0
ENSG00000170634	334188.0	7	6	115.02392274688614	18988.37046041177	613.0	165939.0	1262.0	332926.0	17.0	2391.0	180.28571428571428	55487.666666666664	2391.0	209.0	649.0	87.0314310397019	17.0	108.16666666666667	40.31	0	0	1	0	0	498	245	1	1	3	62	1	114	0	84.5	2392	NA	NA	NA	NA	NA	NA	NA
ENSG00000126653	69660.0	7	6	145.7888352077361	3508.4611923226294	1861.0	54368.0	2506.0	67154.0	48.0	890.0	358.0	11192.333333333334	1216.0	208.0	645.0	95.36461247452813	48.0	107.5	38.57	0	0	0	1	0	801	28	3	1	2	20	0	1059	0	118.4	1217	0.28	0.29	0.43	0	1	0	0
ENSG00000100344	23778.0	9	8	185.22149465577658	2411.299457203243	1429.0	4565.0	2753.0	21025.0	61.0	1358.0	305.8888888888889	2628.125	2836.0	294.0	1324.0	143.47418911957172	61.0	165.5	49.36	0	0	0	1	0	1200	107	3	3	2	187	0	228	0	146.14285714285714	2837	0.3	0.39	0.31	0	0	1	0
ENSG00000258227	19618.0	7	6	161.6866314434125	1724.2204550415072	2862.0	7945.0	3502.0	16116.0	60.0	494.0	500.2857142857143	2686.0	494.0	168.0	640.0	100.1555131417778	60.0	106.66666666666667	40.03	1	0	0	1	0	2747	188	1	3	1	79	1	114	0	92.25	495	NA	NA	NA	NA	NA	NA	NA
ENSG00000132952	42847.0	9	8	230.4785306480422	3813.9625409307714	3293.0	8942.0	4894.0	37953.0	114.0	524.0	543.7777777777778	4744.125	3016.0	640.0	1601.0	165.29522949375038	114.0	200.125	38.94	0	0	0	1	0	1410	205	2	3	2	99	1	1882	0	215.16666666666666	3017	0.6	0.25	0.15	0	0	0	1
ENSG00000143994	6998.0	9	8	135.15801934125355	239.5781754597524	280.0	4378.0	1420.0	5578.0	46.0	97.0	157.77777777777777	697.25	4378.0	248.0	1140.0	123.39634391428676	46.0	142.5	50.81	1	0	0	1	0	68	134	3	1	4	114	0	211	0	126.42857142857143	4379	NA	NA	NA	NA	NA	NA	NA
ENSG00000163131	35591.0	8	7	196.11934312527407	3060.9597782044443	2958.0	14631.0	3936.0	31655.0	81.0	933.0	492.0	4522.142857142857	933.0	228.0	978.0	133.09644852739717	81.0	139.71428571428572	39.39	0	1	0	0	1	2858	82	4	1	1	126	1	99	0	153	934	NA	NA	NA	NA	NA	NA	NA
ENSG00000174780	36065.0	19	18	111.24949218224847	1120.6743998030383	1998.0	5141.0	3855.0	32210.0	32.0	82.0	202.89473684210526	1789.4444444444443	1908.0	160.0	1857.0	94.75777308624617	32.0	103.16666666666667	37.77	0	0	0	1	0	1820	19	8	4	6	109	0	177	0	100.70588235294117	1909	0.31	0.35	0.34	1	0	0	0
ENSG00000188076	1498.0	3	2	134.50113089433907	530.8879354440069	200.0	557.0	435.0	1063.0	77.0	506.0	145.0	531.5	557.0	200.0	277.0	124.09673645990858	77.0	138.5	57.08	0	1	1	0	0	125	22	1	1	0	55	0	32	0	199	558	NA	NA	NA	NA	NA	NA	NA
ENSG00000177023	4775.0	2	1	122.67028980156523	4494.0	209.0	4494.0	281.0	4494.0	72.0	4494.0	140.5	4494.0	4494.0	72.0	72.0	72.0	72.0	72.0	44.48	0	1	0	1	0	48	14	0	1	0	58	0	160	0	NA	4495	NA	NA	NA	NA	NA	NA	NA
ENSG00000162664	40424.0	12	11	165.09260885681988	1965.1848094523305	8180.0	6848.0	9729.0	30695.0	36.0	94.0	810.75	2790.4545454545455	2836.0	406.0	1549.0	115.78022453162215	36.0	140.8181818181818	35.67	0	0	1	0	0	7832	148	4	5	2	16	0	347	0	137.5	2837	0.4	0.37	0.23	1	0	0	0
ENSG00000222036	36319.0	11	10	171.93594840771004	1959.4858069225982	5086.0	8619.0	6666.0	29653.0	45.0	159.0	606.0	2965.3	4753.0	573.0	1580.0	122.53657064744121	45.0	158.0	38.57	0	0	0	1	0	5087	52	4	1	4	521	0	117	1	110	4754	NA	NA	NA	NA	NA	NA	NA
ENSG00000080815	87185.0	12	11	164.22656289204562	4312.343345552937	4558.0	22690.0	6018.0	81167.0	68.0	90.0	501.5	7378.818181818182	11211.0	251.0	1460.0	121.40358236146774	68.0	132.72727272727272	42.73	1	0	0	0	1	4402	212	3	4	2	87	2	155	0	144.125	11212	0.48	0.49	0.04	0	0	1	0
ENSG00000172239	30811.0	11	10	161.6093902596366	2004.611271171054	1203.0	7916.0	2780.0	28031.0	55.0	563.0	252.72727272727272	2803.1	582.0	496.0	1577.0	132.21681408936786	55.0	157.7	38.36	0	0	1	0	0	1109	231	5	2	3	265	0	93	0	119.11111111111111	583	0.42	0.3	0.28	0	0	0	1
ENSG00000184524	2976.0	2	1	306.8941185490526	1371.0	1544.0	1371.0	1605.0	1371.0	61.0	1371.0	802.5	1371.0	1371.0	61.0	61.0	61.0	61.0	61.0	66.32	1	0	1	0	0	1012	143	NA	NA	NA	NA	0	NA	0	NA	1372	NA	NA	NA	NA	NA	NA	NA
ENSG00000169062	24217.0	10	9	163.27922313848237	1013.0409192932582	1029.0	7047.0	2370.0	21847.0	56.0	89.0	237.0	2427.4444444444443	174.0	295.0	1341.0	133.07587177796964	56.0	149.0	47.57	0	0	0	1	0	900	39	4	3	2	207	0	128	0	135.875	175	0.33	0.28	0.39	1	0	0	0
ENSG00000110244	2605.0	3	2	289.72017399387465	526.677320567347	1182.0	777.0	1471.0	1134.0	127.0	357.0	490.3333333333333	567.0	357.0	162.0	289.0	143.43639705458304	127.0	144.5	57.66	0	1	0	1	0	167	113	0	1	1	49	0	1014	0	126	358	NA	NA	NA	NA	NA	NA	NA
ENSG00000137868	23322.0	19	18	108.75760266091977	664.2589302406293	778.0	4336.0	2708.0	20614.0	24.0	80.0	142.52631578947367	1145.2222222222222	430.0	167.0	1930.0	97.49588686358263	24.0	107.22222222222223	55.21	1	0	0	1	0	614	90	4	7	6	113	1	163	0	106.9375	431	NA	NA	NA	NA	NA	NA	NA
ENSG00000186599	1915.0	3	2	92.27015738888164	656.4335457607266	167.0	1249.0	321.0	1594.0	42.0	345.0	107.0	797.0	345.0	112.0	154.0	68.58571279792899	42.0	77.0	38.22	1	1	0	1	0	42	42	0	2	0	70	0	124	0	41	346	NA	NA	NA	NA	NA	NA	NA
ENSG00000198129	13401.0	2	1	146.5708020036733	13077.0	231.0	13077.0	324.0	13077.0	93.0	13077.0	162.0	13077.0	13077.0	93.0	93.0	93.0	93.0	93.0	40.41	1	1	1	0	0	88	23	0	1	0	70	0	142	0	NA	13078	NA	NA	NA	NA	NA	NA	NA
ENSG00000166900	50503.0	11	10	148.4409898035086	2150.4805644489775	5024.0	17575.0	6154.0	44349.0	68.0	207.0	559.4545454545455	4434.9	17575.0	260.0	1130.0	104.37686839631213	68.0	113.0	43.39	1	0	1	0	0	5054	230	6	3	0	30	0	83	1	93.5	17576	0.45	0.28	0.26	0	0	0	1
ENSG00000110203	4168.0	5	4	143.2005917966496	319.01380487913656	306.0	2840.0	849.0	3319.0	44.0	104.0	169.8	829.75	178.0	189.0	543.0	118.44061651126421	44.0	135.75	45.32	0	1	0	1	0	61	50	2	1	0	168	1	244	0	161.5	179	NA	NA	NA	NA	NA	NA	NA
ENSG00000139182	28575.0	18	17	182.39577374847528	730.9991170512668	1005.0	6425.0	4013.0	24562.0	54.0	136.0	222.94444444444446	1444.8235294117646	2311.0	342.0	3008.0	164.9748098355884	54.0	176.94117647058823	51.75	1	1	1	0	0	864	278	4	11	2	64	0	140	0	165.625	2312	0.42	0.56	0.02	0	0	1	0
ENSG00000156976	6321.0	11	10	124.45435328964696	318.6195656258845	773.0	1242.0	1886.0	4435.0	46.0	86.0	171.45454545454547	443.5	792.0	169.0	1113.0	103.67956162244555	46.0	111.3	41.92	0	0	1	0	0	628	34	6	2	2	29	0	144	0	115.66666666666667	793	0.52	0.29	0.19	0	0	0	1
ENSG00000163995	193487.0	21	20	97.36453656278869	5140.436281540299	1777.0	52042.0	3725.0	189762.0	8.0	202.0	177.38095238095238	9488.1	52042.0	184.0	1948.0	84.20472651955399	8.0	97.4	54	0	0	0	1	0	1663	124	8	10	2	10	0	113	0	94.47368421052632	52043	NA	NA	NA	NA	NA	NA	NA
ENSG00000110245	3166.0	4	3	97.01569485792476	541.2229996469408	309.0	1867.0	535.0	2631.0	34.0	135.0	133.75	877.0	629.0	124.0	226.0	65.93811155965656	34.0	75.33333333333333	56.46	0	1	0	1	0	188	47	0	1	1	55	1	120	0	123	630	NA	NA	NA	NA	NA	NA	NA
ENSG00000178814	9427.0	27	26	140.1468293672211	143.744399551471	266.0	1167.0	4020.0	5407.0	40.0	71.0	148.88888888888889	207.96153846153845	567.0	266.0	3813.0	138.06016548855575	40.0	146.65384615384616	65.95	0	0	0	1	0	60	93	12	6	7	171	1	146	0	146.875	568	NA	NA	NA	NA	NA	NA	NA
ENSG00000137691	37118.0	7	6	159.07749552743996	3437.5168749529917	1484.0	10983.0	2193.0	34925.0	67.0	234.0	313.2857142857143	5820.833333333333	234.0	173.0	709.0	109.64055340609102	67.0	118.16666666666667	39.98	0	0	1	0	0	1355	34	3	1	2	110	0	128	0	112	235	NA	NA	NA	NA	NA	NA	NA
ENSG00000177947	3498.0	7	6	167.6176162738375	310.11990771502064	315.0	783.0	1284.0	2214.0	102.0	147.0	183.42857142857142	369.0	250.0	286.0	969.0	150.8879336993033	102.0	161.5	60.18	0	0	1	0	0	225	294	2	3	0	109	1	89	0	140.5	251	NA	NA	NA	NA	NA	NA	NA
ENSG00000087111	18138.0	12	11	146.15470276055757	762.7368469680738	1109.0	6944.0	2529.0	15609.0	62.0	85.0	210.75	1419.0	274.0	211.0	1420.0	121.56316489054792	62.0	129.0909090909091	47.26	1	0	0	1	0	833	28	5	5	1	34	0	275	0	134.8	275	0.39	0.41	0.21	1	0	0	0
ENSG00000091129	308788.0	33	32	126.65288561873389	2421.8832352690533	2499.0	86704.0	6701.0	302087.0	18.0	90.0	203.06060606060606	9440.21875	56649.0	226.0	4202.0	115.38294381187387	18.0	131.3125	39	1	1	1	0	0	2261	525	2	22	5	106	3	237	0	126.53571428571429	56650	NA	NA	NA	NA	NA	NA	NA
ENSG00000138073	3881.0	9	8	182.78177518700124	194.69751932009834	753.0	565.0	2127.0	1754.0	73.0	115.0	236.33333333333334	219.25	565.0	350.0	1374.0	153.1352353192989	73.0	171.75	57.4	1	0	0	0	1	658	215	4	2	2	135	0	94	0	145.28571428571428	566	0.28	0.27	0.45	0	1	0	0
ENSG00000163902	30850.0	10	9	188.90539924381295	2137.926658837419	625.0	6813.0	2284.0	28566.0	65.0	220.0	228.4	3174.0	5556.0	307.0	1659.0	165.3891735175906	65.0	184.33333333333334	46.98	1	1	0	0	1	442	18	6	1	2	261	0	182	0	171.5	5557	0.44	0.51	0.05	0	0	1	0
ENSG00000124508	11767.0	8	7	150.572928213922	801.1284833270253	2500.0	2650.0	3583.0	8184.0	21.0	95.0	447.875	1169.142857142857	610.0	348.0	1083.0	100.7937479594751	21.0	154.71428571428572	45.78	1	1	0	0	1	1907	104	0	6	0	94	1	592	0	176	611	0.43	0.49	0.07	0	0	1	0
ENSG00000126106	21235.0	3	2	330.688449496841	8346.84012066842	1963.0	14035.0	2236.0	18999.0	122.0	4964.0	745.3333333333334	9499.5	14035.0	151.0	273.0	135.7276685130928	122.0	136.5	51.53	1	0	0	1	0	1312	90	1	1	0	61	0	650	0	121	14036	0.43	0.36	0.21	1	0	0	0
ENSG00000113273	208102.0	8	7	259.31980797284183	14504.21229423909	3454.0	69467.0	4852.0	203250.0	71.0	1189.0	606.5	29035.714285714286	15744.0	374.0	1398.0	179.1408961729871	71.0	199.71428571428572	41.01	0	1	0	0	1	3188	62	2	4	1	312	0	265	0	169.66666666666666	15745	NA	NA	NA	NA	NA	NA	NA
ENSG00000114107	99917.0	18	17	117.0278590969794	1793.5614343149152	733.0	32970.0	2636.0	97281.0	57.0	87.0	146.44444444444446	5722.411764705882	2241.0	181.0	1903.0	105.05526106818512	57.0	111.94117647058823	39.55	0	0	0	1	0	671	171	6	3	6	69	2	61	0	117.78571428571429	2242	NA	NA	NA	NA	NA	NA	NA
ENSG00000268447	10285.0	8	7	114.37405469879026	1036.7264242677027	623.0	2354.0	1281.0	9004.0	50.0	438.0	160.125	1286.2857142857142	1342.0	136.0	658.0	89.77630520320845	50.0	94.0	44.96	0	0	1	0	0	627	87	2	3	0	69	1	100	1	98.25	1343	NA	NA	NA	NA	NA	NA	NA
ENSG00000257335	110869.0	71	70	113.0169662536948	878.3945021467912	934.0	10493.0	9172.0	101697.0	35.0	92.0	129.18309859154928	1452.8142857142857	9598.0	201.0	8238.0	109.6581063515911	35.0	117.68571428571428	39.57	1	0	0	1	0	856	54	44	13	12	127	1	77	0	117.48529411764706	9599	NA	NA	NA	NA	NA	NA	NA
ENSG00000141452	28312.0	20	19	100.41774779559397	723.043158132854	226.0	6576.0	2200.0	26112.0	45.0	89.0	110.0	1374.3157894736842	650.0	226.0	2002.0	96.89286720071163	45.0	105.36842105263158	45.13	0	0	0	1	0	118	108	11	5	3	102	0	79	0	98.55555555555556	651	0.4	0.33	0.27	1	0	0	0
ENSG00000102804	144188.0	3	2	767.1833767745732	12609.429804713614	3168.0	137067.0	5961.0	138227.0	52.0	1160.0	1987.0	69113.5	137067.0	3168.0	3220.0	405.87682860690626	52.0	1610.0	38.08	0	0	0	0	1	2483	256	1	0	1	2912	0	257	0	51	137068	0.39	0.3	0.32	1	0	0	0
ENSG00000122862	16703.0	3	2	264.68299580389834	7663.891504973176	935.0	8847.0	1217.0	15486.0	134.0	6639.0	405.6666666666667	7743.0	8847.0	148.0	282.0	140.82613393827154	134.0	141.0	42.48	0	1	1	0	0	685	55	0	1	1	79	0	249	0	147	8848	NA	NA	NA	NA	NA	NA	NA
ENSG00000155087	9430.0	2	1	510.14997794766197	8404.0	567.0	8404.0	1026.0	8404.0	459.0	8404.0	513.0	8404.0	8404.0	459.0	459.0	459.0	459.0	459.0	43.79	0	0	1	0	0	134	139	0	0	1	320	0	432	0	NA	8405	NA	NA	NA	NA	NA	NA	NA
ENSG00000054796	14191.0	13	12	100.73903848065956	786.834171363346	653.0	2550.0	1789.0	12402.0	37.0	233.0	137.6153846153846	1033.5	1834.0	196.0	1136.0	86.2094457596294	37.0	94.66666666666667	36.66	0	0	1	0	0	533	65	5	3	4	131	0	119	0	84.45454545454545	1835	NA	NA	NA	NA	NA	NA	NA
ENSG00000168702	1899594.0	91	90	151.83339237357396	5120.142570342128	1904.0	329745.0	15850.0	1883744.0	77.0	113.0	174.17582417582418	20930.48888888889	320246.0	372.0	13946.0	147.62637851921704	77.0	154.95555555555555	34.81	1	1	1	0	0	1763	287	13	64	13	82	0	140	0	151.5505617977528	320247	NA	NA	NA	NA	NA	NA	NA
ENSG00000196597	38246.0	6	5	250.75047917640708	3780.796105544636	3510.0	17708.0	4442.0	33804.0	59.0	847.0	740.3333333333334	6760.8	1018.0	427.0	932.0	147.92061460956674	59.0	186.4	38.74	0	0	1	0	0	1654	688	1	2	0	15	2	1855	0	113.5	1019	NA	NA	NA	NA	NA	NA	NA
ENSG00000110944	1527.0	4	3	216.57096226471177	156.28375377451087	468.0	219.0	1037.0	490.0	99.0	105.0	259.25	163.33333333333334	219.0	323.0	569.0	167.51422170773586	99.0	189.66666666666666	49.11	0	1	1	0	0	306	161	3	0	0	162	0	161	0	122	220	NA	NA	NA	NA	NA	NA	NA
ENSG00000198502	12935.0	6	5	153.77973734109582	1126.20021916508	400.0	7950.0	1250.0	11685.0	24.0	301.0	208.33333333333334	2337.0	7950.0	282.0	850.0	127.01848823040503	24.0	170.0	42.85	1	1	0	1	0	386	63	0	5	0	100	0	13	0	170.75	7951	NA	NA	NA	NA	NA	NA	NA
ENSG00000170579	959276.0	13	12	253.9801929914037	38550.09322783742	3363.0	303718.0	6655.0	952621.0	86.0	3098.0	511.9230769230769	79385.08333333333	303718.0	1029.0	3292.0	204.78867244048996	86.0	274.3333333333333	39.67	0	0	0	1	0	3153	568	5	2	2	957	3	209	0	219.875	303719	NA	NA	NA	NA	NA	NA	NA
ENSG00000106484	14381.0	12	11	113.25701122515542	712.9202710411888	1527.0	3028.0	2646.0	11735.0	41.0	125.0	220.5	1066.8181818181818	3028.0	255.0	1119.0	89.40429334664329	41.0	101.72727272727273	44.95	1	0	0	1	0	1409	229	3	3	5	26	0	117	0	85.4	3029	NA	NA	NA	NA	NA	NA	NA
ENSG00000116688	33065.0	19	18	144.73454879503635	893.3237305714721	2013.0	7050.0	4407.0	28658.0	41.0	109.0	231.94736842105263	1592.111111111111	1485.0	221.0	2394.0	125.04234932387394	41.0	133.0	51.12	1	0	0	0	1	1943	190	8	3	5	175	2	69	0	134.26666666666668	1486	0.31	0.3	0.38	0	1	0	0
ENSG00000068878	106925.0	47	46	117.44712335603667	1086.6192891674984	1505.0	21259.0	7250.0	99675.0	45.0	91.0	154.25531914893617	2166.8478260869565	21259.0	451.0	5745.0	111.1122845653833	45.0	124.8913043478261	38.04	0	0	0	0	1	1509	209	25	6	14	242	0	134	1	116.1590909090909	21260	0.37	0.4	0.24	0	0	1	0
ENSG00000167705	3717.0	8	7	163.42179670288647	229.14184079823465	470.0	845.0	1560.0	2157.0	84.0	71.0	195.0	308.14285714285717	71.0	290.0	1090.0	140.52993832300822	84.0	155.71428571428572	64.54	0	0	0	1	0	292	62	3	1	3	228	0	177	0	132.33333333333334	72	NA	NA	NA	NA	NA	NA	NA
ENSG00000187754	10840.0	8	7	124.96840903582546	1111.4036635224827	610.0	2717.0	1340.0	9500.0	50.0	419.0	167.5	1357.142857142857	1269.0	139.0	730.0	99.64118189765604	50.0	104.28571428571429	44.7	0	0	1	0	0	614	159	2	3	0	69	1	100	1	98.25	1270	NA	NA	NA	NA	NA	NA	NA
ENSG00000180219	2362.0	2	1	926.0664123052946	498.0	1037.0	498.0	1864.0	498.0	827.0	498.0	932.0	498.0	498.0	1037.0	1037.0	1037.0	1037.0	1037.0	48.01	0	0	0	1	0	716	422	1	0	0	615	0	110	0	NA	499	NA	NA	NA	NA	NA	NA	NA
