ensembl_gene_id	ensembl_transcript_id	percentage_gene_gc_content	TMDomain	SignalPeptide	TAA	TGA	TAG	Length3UTR	Length5UTR	F0	F1	F2	AUGtoExonJunction	UTR5junctions	ExonJunctiontoStop	UTR3junctions	average_cds_exon_length	First_intron_length	LS_TG	LS_ER	LS_CY	Unbiased	CY+	ER+	TG+
ENSG00000128408	ENST00000614167	50.32	0	0	1	0	0	147	194	3	2	1	129	0	78	0	187.2	307	0.4	0.25	0.35	1	0	0	0
ENSG00000003756	ENST00000347869	44.45	0	0	0	1	0	565	164	15	5	3	17	1	125	0	103.77272727272727	1353	0.45	0.36	0.19	0	0	0	1
ENSG00000197046	ENST00000389474	53.46	1	1	0	1	0	1907	54	0	4	1	52	0	81	0	212.25	11249	NA	NA	NA	NA	NA	NA	NA
ENSG00000166337	ENST00000299424	52.53	0	0	0	1	0	4628	27	2	1	1	232	0	89	0	110.66666666666667	140	0.24	0.24	0.52	0	1	0	0
ENSG00000184481	ENST00000374259	52.88	0	0	0	1	0	1448	678	1	1	0	453	0	7	0	1056	3703	0.3	0.28	0.41	1	0	0	0
ENSG00000125703	ENST00000317868	35.44	0	0	1	0	0	1357	210	3	5	1	76	1	167	0	140.625	19446	0.32	0.37	0.31	1	0	0	0
ENSG00000185052	ENST00000328041	43.88	1	0	0	1	0	1786	201	8	6	2	142	0	149	0	108.53333333333333	67975	NA	NA	NA	NA	NA	NA	NA
ENSG00000070367	ENST00000621441	35.94	0	0	0	1	0	8102	257	9	2	6	27	0	188	0	118.4375	20910	0.38	0.29	0.34	1	0	0	0
ENSG00000119973	ENST00000239032	48.81	1	0	0	1	0	4135	139	NA	NA	NA	NA	0	NA	0	NA	266	NA	NA	NA	NA	NA	NA	NA
ENSG00000105996	ENST00000222718	50.02	0	0	1	0	0	372	183	0	1	0	391	0	739	0	NA	645	NA	NA	NA	NA	NA	NA	NA
ENSG00000157483	ENST00000288235	43.51	0	0	0	1	0	4946	371	15	5	7	3	0	76	0	123.88461538461539	100049	0.29	0.32	0.39	1	0	0	0
ENSG00000153012	ENST00000382114	44.13	1	1	0	1	0	4604	253	0	2	5	197	0	817	0	102.83333333333333	1919	NA	NA	NA	NA	NA	NA	NA
ENSG00000215704	ENST00000375910	48.76	0	1	1	0	0	83	22	3	2	2	40	0	17	0	124.33333333333333	292	NA	NA	NA	NA	NA	NA	NA
ENSG00000156711	ENST00000211287	53.28	0	0	0	0	1	5148	70	5	4	2	119	0	79	0	88.9	570	0.34	0.34	0.32	1	0	0	0
ENSG00000258223	ENST00000547058	38.64	0	1	0	1	0	78	109	1	2	1	40	1	149	0	177.66666666666666	243	NA	NA	NA	NA	NA	NA	NA
ENSG00000125084	ENST00000293549	62.64	1	1	0	1	0	980	329	1	1	1	104	0	488	0	259	714	NA	NA	NA	NA	NA	NA	NA
ENSG00000279782	ENST00000581138	45.61	0	0	1	0	0	215	75	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000085552	ENST00000368094	55.8	1	1	0	1	0	304	215	5	10	4	58	1	181	0	182.33333333333334	1945	NA	NA	NA	NA	NA	NA	NA
ENSG00000185432	ENST00000332160	42.86	1	0	0	0	1	2358	24	1	0	0	498	0	236	0	NA	4378	0.34	0.59	0.08	0	0	1	0
ENSG00000162076	ENST00000396958	51.45	0	0	1	0	0	216	351	0	1	0	322	2	100	0	NA	11854	0.26	0.23	0.51	0	1	0	0
ENSG00000053770	ENST00000261558	35.15	0	0	1	0	0	9858	344	3	2	2	74	0	82	0	218.33333333333334	4856	0.38	0.34	0.28	1	0	0	0
ENSG00000117519	ENST00000370206	42.96	0	0	0	0	1	785	216	5	0	1	57	0	341	0	117.2	23314	0.3	0.4	0.3	0	0	1	0
ENSG00000142615	ENST00000359621	48.28	0	1	1	0	0	84	22	3	2	2	40	0	17	0	124.33333333333333	293	NA	NA	NA	NA	NA	NA	NA
ENSG00000131203	ENST00000518237	39.07	0	0	1	0	0	605	32	4	2	3	87	0	355	0	95.125	3866	NA	NA	NA	NA	NA	NA	NA
ENSG00000157456	ENST00000288207	42.59	0	0	0	0	1	168	123	8	0	0	24	0	110	0	150.71428571428572	2030	0.33	0.34	0.33	1	0	0	0
ENSG00000105810	ENST00000424848	38.19	0	0	0	1	0	10219	463	4	0	3	233	1	NA	0	119.2	2788	NA	NA	NA	NA	NA	NA	NA
ENSG00000151458	ENST00000504087	35.15	0	0	1	0	0	3470	1038	0	1	1	512	1	3547	1	229	1184	NA	NA	NA	NA	NA	NA	NA
ENSG00000169495	ENST00000302495	45.86	1	1	1	0	0	565	36	3	2	3	466	0	162	0	113.57142857142857	302	NA	NA	NA	NA	NA	NA	NA
ENSG00000089012	ENST00000303415	43.73	1	1	0	1	0	487	65	0	4	0	73	0	82	1	335	8234	NA	NA	NA	NA	NA	NA	NA
ENSG00000121281	ENST00000673801	54.43	1	0	0	1	0	2630	398	16	1	7	171	1	146	0	126.17391304347827	21232	NA	NA	NA	NA	NA	NA	NA
ENSG00000059573	ENST00000371224	43.15	0	0	0	1	0	821	143	9	7	0	88	1	181	0	140.2	3192	0.35	0.51	0.14	0	0	1	0
ENSG00000169490	ENST00000456397	42.34	1	1	1	0	0	2524	70	1	0	2	227	0	213	0	101	808	0.48	0.45	0.08	0	0	1	0
ENSG00000051382	ENST00000674063	40.59	0	0	1	0	0	2691	355	12	3	6	171	2	137	0	144.2	38128	0.42	0.29	0.29	0	0	0	1
ENSG00000157470	ENST00000288228	42.37	0	0	0	1	0	2177	174	3	1	3	20	1	124	0	159.33333333333334	20268	NA	NA	NA	NA	NA	NA	NA
ENSG00000188691	ENST00000532411	44.46	1	0	1	0	0	20	20	1	0	0	NA	0	NA	0	941	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000183313	ENST00000332249	50.18	1	0	0	1	0	49	55	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000151893	ENST00000369151	39.56	0	0	0	0	1	9717	208	2	4	2	367	0	40	0	99.28571428571429	23986	0.36	0.34	0.3	1	0	0	0
ENSG00000237541	ENST00000374940	43.1	1	1	0	1	0	637	53	0	3	0	82	0	154	1	264.5	3634	NA	NA	NA	NA	NA	NA	NA
ENSG00000171989	ENST00000307144	41.35	0	0	1	0	0	502	98	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000183307	ENST00000331437	60.4	1	0	0	1	0	3094	233	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000101493	ENST00000443185	47.6	0	0	1	0	0	4816	370	1	3	0	1810	2	59	0	539.6666666666666	32003	NA	NA	NA	NA	NA	NA	NA
ENSG00000102886	ENST00000406256	53.57	1	0	1	0	0	62	59	4	2	3	139	0	137	0	84	276	NA	NA	NA	NA	NA	NA	NA
ENSG00000189269	ENST00000317749	44.89	0	0	0	1	0	312	298	4	7	0	208	0	4	0	46.7	5768	NA	NA	NA	NA	NA	NA	NA
ENSG00000205937	ENST00000320225	49.16	0	0	1	0	0	844	189	1	1	4	71	1	99	0	148.4	3295	0.3	0.23	0.47	0	1	0	0
ENSG00000101367	ENST00000375571	44.38	0	0	1	0	0	1677	78	3	2	0	121	1	56	0	156.25	5897	0.33	0.29	0.37	1	0	0	0
ENSG00000149516	ENST00000278865	39.16	1	0	1	0	0	882	91	5	0	0	156	1	29	0	113.75	4406	NA	NA	NA	NA	NA	NA	NA
ENSG00000171861	ENST00000304478	48.44	0	0	0	1	0	440	26	0	2	1	314	0	535	0	205.5	391	0.39	0.22	0.38	1	0	0	0
ENSG00000028137	ENST00000376259	55.4	1	1	1	0	0	2200	101	2	6	1	78	0	280	0	127.375	21627	NA	NA	NA	NA	NA	NA	NA
ENSG00000135052	ENST00000388712	45.43	1	0	0	1	0	1671	169	3	4	1	129	1	76	0	141.85714285714286	20070	0.42	0.53	0.05	0	0	1	0
ENSG00000084072	ENST00000324379	45.04	0	0	0	1	0	3414	19	4	5	0	31	0	68	0	99.75	1234	0.33	0.3	0.37	1	0	0	0
ENSG00000185561	ENST00000330676	51.81	1	0	0	0	1	4954	135	1	1	1	176	0	452	0	82	181	NA	NA	NA	NA	NA	NA	NA
ENSG00000051341	ENST00000264233	39.06	0	0	1	0	0	873	111	10	15	4	163	0	113	0	266.7142857142857	809	0.39	0.35	0.26	1	0	0	0
ENSG00000196335	ENST00000355870	37.43	0	0	1	0	0	147	67	19	1	3	50	0	230	0	125.31818181818181	1764	NA	NA	NA	NA	NA	NA	NA
ENSG00000163719	ENST00000296003	49.36	0	0	0	1	0	420	79	6	4	8	159	0	183	0	93.70588235294117	3879	0.33	0.24	0.43	0	1	0	0
ENSG00000132906	ENST00000333868	48.7	0	0	1	0	0	1542	15	5	3	0	132	0	92	0	145.57142857142858	5674	0.32	0.26	0.42	1	0	0	0
ENSG00000177663	ENST00000319363	50.68	1	1	0	1	0	5873	92	4	8	0	138	0	1513	0	85.27272727272727	11833	0.5	0.47	0.03	0	0	1	0
ENSG00000204624	ENST00000294484	52.86	1	0	0	0	1	865	221	5	11	3	1096	1	362	0	150.11111111111111	21618	NA	NA	NA	NA	NA	NA	NA
ENSG00000166012	ENST00000448108	41.79	0	0	0	1	0	594	201	2	0	2	68	1	143	0	207.33333333333334	1991	0.54	0.18	0.27	0	0	0	1
ENSG00000180919	ENST00000316529	49.05	1	0	1	0	0	97	95	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000164068	ENST00000327697	56.41	0	0	0	0	1	224	86	18	12	7	82	1	120	0	102.94444444444444	1524	0.32	0.38	0.3	0	0	1	0
ENSG00000172339	ENST00000370205	40.49	1	0	0	1	0	8671	53	2	1	0	136	0	230	0	141	7746	NA	NA	NA	NA	NA	NA	NA
ENSG00000174145	ENST00000309447	38.82	0	0	0	1	0	2246	325	4	2	0	151	0	3932	0	228	80718	NA	NA	NA	NA	NA	NA	NA
ENSG00000198754	ENST00000327582	63.36	0	0	0	1	0	179	93	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000171873	ENST00000379453	51.78	1	0	1	0	0	893	330	0	1	0	1111	0	607	0	NA	25717	NA	NA	NA	NA	NA	NA	NA
ENSG00000184205	ENST00000375442	52.46	0	0	1	0	0	601	132	3	2	1	807	0	163	0	221.2	1240	0.29	0.44	0.27	0	0	1	0
ENSG00000172940	ENST00000311856	49.92	1	0	0	1	0	1292	49	2	2	5	378	0	93	0	147	8034	NA	NA	NA	NA	NA	NA	NA
ENSG00000180878	ENST00000316375	46.33	0	0	0	1	0	93	59	1	1	0	72	0	130	0	798	4163	NA	NA	NA	NA	NA	NA	NA
ENSG00000165716	ENST00000371692	63.18	1	0	0	1	0	968	94	4	0	0	63	0	812	0	139	4849	0.38	0.34	0.27	1	0	0	0
ENSG00000114200	ENST00000264381	32.29	1	1	1	0	0	478	118	0	1	1	1517	1	124	0	166	6273	NA	NA	NA	NA	NA	NA	NA
ENSG00000168758	ENST00000305476	62.17	1	1	0	1	0	908	242	6	5	2	109	1	829	0	129.25	1953	0.49	0.45	0.07	0	0	1	0
ENSG00000116985	ENST00000372827	55.56	0	1	0	1	0	3237	380	2	3	1	334	0	149	0	144	13114	0.39	0.54	0.06	0	0	1	0
ENSG00000133884	ENST00000528416	48.46	0	0	0	1	0	2503	35	3	6	1	32	0	76	0	117.55555555555556	6467	0.36	0.28	0.36	1	0	0	0
ENSG00000154274	ENST00000381980	41.01	0	0	0	0	1	2510	188	0	0	1	32	2	912	0	NA	103987	NA	NA	NA	NA	NA	NA	NA
ENSG00000155660	ENST00000652332	50.88	1	1	0	1	0	732	97	1	6	2	88	0	415	0	178.25	7174	0.4	0.58	0.02	0	0	1	0
ENSG00000115875	ENST00000313117	41.45	0	0	0	1	0	1534	105	0	1	6	28	0	54	0	104.66666666666667	1035	0.35	0.35	0.3	1	0	0	0
ENSG00000057608	ENST00000380191	43.74	0	0	1	0	0	783	176	4	3	3	45	0	146	0	126.33333333333333	12509	0.31	0.34	0.36	1	0	0	0
ENSG00000137809	ENST00000315757	49.23	1	1	0	1	0	6527	97	17	6	6	52	0	71	0	121.96428571428571	28986	NA	NA	NA	NA	NA	NA	NA
ENSG00000205856	ENST00000382097	42.24	0	0	0	0	1	534	88	3	5	0	232	0	73	0	63.285714285714285	4666	NA	NA	NA	NA	NA	NA	NA
ENSG00000186103	ENST00000334384	41.36	0	0	0	1	0	4022	77	1	2	0	103	1	578	0	132	2689	NA	NA	NA	NA	NA	NA	NA
ENSG00000162551	ENST00000374840	51.62	0	1	0	1	0	762	199	3	7	0	61	1	265	0	137.66666666666666	44461	0.3	0.43	0.27	0	0	1	0
ENSG00000080345	ENST00000444746	38.04	0	0	0	0	1	7101	142	18	8	8	104	1	214	0	214.15151515151516	381	0.38	0.31	0.31	1	0	0	0
ENSG00000106460	ENST00000396668	34.58	1	0	1	0	0	11392	134	2	1	3	217	1	138	0	92.8	3384	0.39	0.5	0.11	0	0	1	0
ENSG00000198298	ENST00000361807	40.89	0	0	0	0	1	535	163	1	2	0	24	1	1078	0	110.5	451	0.56	0.23	0.21	0	0	0	1
ENSG00000181826	ENST00000454158	42.83	1	1	0	0	1	2712	89	0	3	2	88	0	135	1	147	36700	NA	NA	NA	NA	NA	NA	NA
ENSG00000166004	ENST00000325212	38.56	0	0	0	1	0	89	119	13	12	3	108	1	38	0	282.6666666666667	4908	0.48	0.31	0.21	0	0	0	1
ENSG00000196975	ENST00000394295	41.93	0	0	1	0	0	1597	88	7	4	0	9	1	59	0	88.7	39345	0.26	0.34	0.4	1	0	0	0
ENSG00000152409	ENST00000396137	40.21	0	0	1	0	0	5609	520	6	3	0	1032	0	307	1	202.375	40228	NA	NA	NA	NA	NA	NA	NA
ENSG00000232629	ENST00000437316	47.37	1	1	0	1	0	355	62	0	5	0	97	0	13	0	170	1448	NA	NA	NA	NA	NA	NA	NA
ENSG00000174010	ENST00000328046	41.85	0	0	1	0	0	4201	256	1	0	0	705	2	1109	0	NA	2082	0.43	0.35	0.22	0	0	0	1
ENSG00000158604	ENST00000457408	48.93	1	1	0	0	1	1585	25	3	1	0	160	0	149	0	123.66666666666667	224	0.35	0.55	0.09	0	0	1	0
ENSG00000184984	ENST00000383263	40.92	1	0	0	1	0	3142	1061	NA	NA	NA	NA	0	NA	0	NA	77390	NA	NA	NA	NA	NA	NA	NA
ENSG00000050555	ENST00000361069	53.66	0	1	0	1	0	2686	41	7	13	7	373	0	250	0	156.84615384615384	16698	NA	NA	NA	NA	NA	NA	NA
ENSG00000215262	ENST00000399881	38.1	1	0	0	0	1	205	37	12	4	10	195	0	405	0	112.96	2701	NA	NA	NA	NA	NA	NA	NA
ENSG00000176020	ENST00000320431	63.73	1	1	0	0	1	1122	219	NA	NA	NA	NA	0	NA	0	NA	NA	0.4	0.35	0.25	1	0	0	0
ENSG00000100077	ENST00000324198	40.6	0	0	0	0	1	6844	366	11	3	6	113	0	161	0	93.3157894736842	39224	0.34	0.33	0.34	1	0	0	0
ENSG00000169857	ENST00000306730	39.85	0	0	1	0	0	386	158	3	2	0	267	0	115	0	175.5	35571	0.31	0.19	0.5	0	1	0	0
ENSG00000163792	ENST00000296096	52.67	0	0	1	0	0	4107	130	2	0	0	222	0	179	0	242	768	NA	NA	NA	NA	NA	NA	NA
ENSG00000007545	ENST00000397412	53.1	0	0	0	1	0	3863	299	8	9	2	346	1	164	0	182.27777777777777	1982	0.4	0.33	0.28	1	0	0	0
ENSG00000181929	ENST00000548065	45.18	0	0	0	1	0	625	36	6	4	1	9	0	107	0	86.9	5622	0.28	0.27	0.45	0	1	0	0
ENSG00000173825	ENST00000309880	63.5	0	0	0	1	0	389	223	NA	NA	NA	NA	0	NA	0	NA	836	NA	NA	NA	NA	NA	NA	NA
ENSG00000183287	ENST00000439986	42.8	0	1	0	0	1	4969	81	4	4	2	131	0	233	0	94.11111111111111	503	NA	NA	NA	NA	NA	NA	NA
ENSG00000145996	ENST00000274695	38.04	1	0	0	0	1	1365	167	6	3	4	173	2	191	0	113.58333333333333	777	0.42	0.3	0.28	0	0	0	1
ENSG00000182957	ENST00000382108	44.13	0	0	0	1	0	4296	324	7	3	1	1653	1	175	0	199.5	61887	NA	NA	NA	NA	NA	NA	NA
ENSG00000088298	ENST00000374492	45.8	0	1	1	0	0	69	78	4	4	2	107	0	500	0	124.44444444444444	217	0.4	0.48	0.12	0	0	1	0
ENSG00000214050	ENST00000380254	46.01	0	0	1	0	0	315	60	5	0	2	99	1	9	0	127.33333333333333	6724	0.43	0.3	0.27	0	0	0	1
ENSG00000137507	ENST00000260061	56.19	1	1	1	0	0	2080	138	1	0	0	84	1	1904	0	NA	4656	NA	NA	NA	NA	NA	NA	NA
ENSG00000185742	ENST00000327419	44.27	1	0	0	1	0	4940	333	NA	NA	NA	NA	0	NA	0	NA	1112	NA	NA	NA	NA	NA	NA	NA
ENSG00000153046	ENST00000397588	42.04	0	0	0	1	0	1488	380	4	1	1	24	0	158	0	289.4	114906	0.39	0.32	0.29	1	0	0	0
ENSG00000135111	ENST00000349155	47.3	0	0	0	0	1	1586	975	3	1	2	389	0	461	0	263.2	1666	0.33	0.4	0.27	0	0	1	0
ENSG00000169740	ENST00000374433	46.5	0	0	0	1	0	188	149	0	1	0	70	1	751	0	NA	2600	0.34	0.22	0.44	0	1	0	0
ENSG00000146555	ENST00000404826	43.12	1	0	0	1	0	3616	335	7	27	10	298	0	260	0	140.46511627906978	317196	NA	NA	NA	NA	NA	NA	NA
ENSG00000123219	ENST00000396679	37.27	0	0	1	0	0	709	212	5	1	2	111	2	158	0	76.14285714285714	1534	0.32	0.33	0.36	1	0	0	0
ENSG00000226479	ENST00000426077	50.29	1	0	1	0	0	4445	424	NA	NA	NA	NA	0	NA	0	NA	NA	0.49	0.48	0.03	0	0	1	0
ENSG00000165462	ENST00000298231	61.28	0	0	0	0	1	672	172	1	1	0	217	0	449	0	187	2499	NA	NA	NA	NA	NA	NA	NA
ENSG00000109618	ENST00000382103	36.27	0	0	0	1	0	3917	80	3	4	3	114	0	294	0	120.88888888888889	1149	NA	NA	NA	NA	NA	NA	NA
ENSG00000171476	ENST00000420433	42.94	0	0	1	0	0	722	125	2	0	0	42	1	77	0	155	23356	NA	NA	NA	NA	NA	NA	NA
ENSG00000186918	ENST00000344423	48.08	0	0	0	1	0	3129	126	4	1	3	240	1	111	0	169	25211	0.25	0.3	0.46	0	1	0	0
ENSG00000079257	ENST00000264265	36.91	0	0	1	0	0	232	170	4	1	0	129	0	98	0	109.25	1331	NA	NA	NA	NA	NA	NA	NA
ENSG00000155465	ENST00000674313	47.24	1	0	1	0	0	388	158	3	3	2	499	1	106	0	131.85714285714286	1880	NA	NA	NA	NA	NA	NA	NA
ENSG00000168754	ENST00000490605	52.1	0	0	1	0	0	391	267	8	3	5	73	0	32	0	127.93333333333334	13635	NA	NA	NA	NA	NA	NA	NA
ENSG00000125864	ENST00000377873	44.74	0	0	1	0	0	169	50	4	1	2	377	0	955	0	109.83333333333333	6045	NA	NA	NA	NA	NA	NA	NA
ENSG00000171843	ENST00000380338	37.12	0	0	0	1	0	4774	243	7	2	1	12	0	131	0	172.66666666666666	1411	0.3	0.31	0.38	1	0	0	0
ENSG00000101000	ENST00000216968	42.85	1	1	1	0	0	549	83	0	3	0	70	0	115	0	264.5	2478	0.36	0.52	0.12	0	0	1	0
ENSG00000181418	ENST00000421952	61.96	0	0	0	1	0	1591	88	0	0	1	209	0	1926	0	NA	413	0.36	0.27	0.37	1	0	0	0
ENSG00000096070	ENST00000357641	47.04	0	0	1	0	0	2181	253	4	4	3	1448	1	183	0	197.6	3327	0.42	0.24	0.34	0	0	0	1
ENSG00000197858	ENST00000355091	64.3	1	0	0	1	0	91	97	4	2	5	74	0	243	0	153.8	320	0.35	0.5	0.14	0	0	1	0
ENSG00000147168	ENST00000374202	49.71	1	1	0	1	0	332	38	2	3	2	115	0	185	0	133.83333333333334	375	NA	NA	NA	NA	NA	NA	NA
ENSG00000205413	ENST00000379958	37.75	0	0	1	0	0	1810	226	NA	NA	NA	NA	0	NA	0	NA	2968	NA	NA	NA	NA	NA	NA	NA
ENSG00000130741	ENST00000253039	41.35	0	0	0	1	0	2025	13	4	5	2	69	0	63	0	127.6	578	0.21	0.3	0.49	0	1	0	0
ENSG00000284791	ENST00000546390	49.32	1	0	0	0	1	1072	76	NA	NA	NA	NA	0	NA	1	NA	3713	NA	NA	NA	NA	NA	NA	NA
ENSG00000188613	ENST00000425699	50.91	0	0	0	1	0	3050	88	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000206053	ENST00000248098	47.78	0	0	1	0	0	3088	34	1	2	1	44	0	187	0	112.66666666666667	7083	0.28	0.27	0.45	0	1	0	0
ENSG00000052723	ENST00000060969	36.9	0	0	1	0	0	4792	78	3	1	0	159	0	101	0	120	234	0.25	0.29	0.46	0	1	0	0
ENSG00000099960	ENST00000382932	62.43	1	0	0	0	1	337	71	1	2	0	982	1	175	0	374	679	NA	NA	NA	NA	NA	NA	NA
ENSG00000205929	ENST00000479548	43.55	0	1	0	0	1	3089	332	NA	NA	NA	NA	0	NA	0	NA	2938	NA	NA	NA	NA	NA	NA	NA
ENSG00000116661	ENST00000354287	55.46	0	0	0	1	0	307	89	1	2	2	22	0	134	0	182.5	3485	NA	NA	NA	NA	NA	NA	NA
ENSG00000204165	ENST00000374251	48.97	0	0	1	0	0	98	184	2	4	0	25	0	NA	0	99.25	106	NA	NA	NA	NA	NA	NA	NA
ENSG00000163833	ENST00000338040	43.97	0	0	1	0	0	3385	154	2	0	0	3	1	215	0	1910	27044	NA	NA	NA	NA	NA	NA	NA
ENSG00000107937	ENST00000360803	46.88	0	0	0	0	1	2705	46	13	2	1	48	0	152	0	112.6	3962	0.37	0.41	0.21	0	0	1	0
ENSG00000138735	ENST00000354960	36.4	0	0	0	1	0	4198	133	14	1	5	152	0	137	0	122.05263157894737	21223	NA	NA	NA	NA	NA	NA	NA
ENSG00000184221	ENST00000382348	64.8	0	0	0	1	0	1351	106	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000162836	ENST00000583509	43.65	0	0	1	0	0	5193	476	4	1	4	219	0	143	0	114.5	10055	0.31	0.33	0.36	1	0	0	0
ENSG00000177409	ENST00000318238	39.59	0	0	1	0	0	1161	1234	NA	NA	NA	NA	0	NA	0	NA	1048	NA	NA	NA	NA	NA	NA	NA
ENSG00000205927	ENST00000382357	58.86	0	0	0	1	0	1351	154	NA	NA	NA	NA	0	NA	0	NA	775	0.42	0.32	0.26	1	0	0	0
ENSG00000184436	ENST00000215742	62.2	0	0	0	1	0	776	207	0	0	3	80	0	552	0	147.5	421	0.37	0.2	0.43	0	1	0	0
ENSG00000168481	ENST00000306317	56.44	0	1	0	0	1	1330	264	0	2	5	206	0	817	0	102.83333333333333	874	NA	NA	NA	NA	NA	NA	NA
ENSG00000148377	ENST00000277517	46.96	0	0	0	1	0	607	65	1	2	0	142	1	317	0	111	1072	NA	NA	NA	NA	NA	NA	NA
ENSG00000137960	ENST00000370759	38.79	0	0	0	1	0	2701	129	3	2	0	240	0	151	0	138	34341	NA	NA	NA	NA	NA	NA	NA
ENSG00000165458	ENST00000298229	58.53	0	0	0	1	0	794	218	10	10	7	182	0	90	0	133.76923076923077	3024	0.24	0.39	0.37	0	0	1	0
ENSG00000158874	ENST00000367990	53.51	0	1	0	1	0	113	58	0	1	1	52	1	117	0	132	170	NA	NA	NA	NA	NA	NA	NA
ENSG00000168827	ENST00000486715	36.92	0	0	1	0	0	4114	108	11	2	4	81	0	131	0	126.6875	914	0.39	0.45	0.16	0	0	1	0
ENSG00000162616	ENST00000370763	37.07	0	0	0	0	1	1717	172	1	1	0	211	0	233	0	568	7730	0.51	0.31	0.18	0	0	0	1
ENSG00000100246	ENST00000216068	51.3	0	0	0	1	0	941	215	2	0	0	69	1	164	0	83	11198	0.32	0.23	0.46	0	1	0	0
ENSG00000004534	ENST00000266022	44.14	0	0	1	0	0	116	142	12	4	3	44	1	125	0	176.88888888888889	22351	0.36	0.4	0.24	0	0	1	0
ENSG00000197037	ENST00000394152	48.45	0	0	0	1	0	2388	329	2	2	0	387	3	829	0	138.33333333333334	1509	0.42	0.29	0.29	0	0	0	1
ENSG00000067225	ENST00000335181	48.38	0	0	0	1	0	621	88	4	3	2	154	1	106	0	165.875	12006	0.26	0.36	0.38	1	0	0	0
ENSG00000148482	ENST00000377369	39.18	1	1	1	0	0	452	194	7	4	0	261	1	128	0	167.6	1166	NA	NA	NA	NA	NA	NA	NA
ENSG00000144035	ENST00000272425	52.06	1	0	0	1	0	222	179	NA	NA	NA	NA	0	NA	0	NA	616	NA	NA	NA	NA	NA	NA	NA
ENSG00000176907	ENST00000315792	36.14	0	0	0	1	0	1457	51	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000185028	ENST00000328278	61.59	0	0	0	0	1	981	44	0	0	1	899	0	645	0	NA	2271	NA	NA	NA	NA	NA	NA	NA
ENSG00000169992	ENST00000302926	59.54	1	1	0	0	1	2061	411	0	4	2	457	0	873	0	234.4	3445	0.33	0.46	0.2	0	0	1	0
ENSG00000275342	ENST00000615670	43.9	0	0	0	1	0	418	206	2	1	1	330	1	1148	0	913	4487	NA	NA	NA	NA	NA	NA	NA
ENSG00000162928	ENST00000295030	39.79	0	0	0	1	0	3220	40	0	2	1	92	0	298	0	409.5	13568	0.47	0.36	0.18	0	0	0	1
ENSG00000164366	ENST00000296824	51.68	0	0	1	0	0	8429	71	0	1	0	121	1	661	0	NA	1234	0.54	0.35	0.1	0	0	0	1
ENSG00000124766	ENST00000244745	52.52	0	0	0	1	0	2660	784	NA	NA	NA	NA	0	NA	0	NA	NA	0.3	0.43	0.27	0	0	1	0
ENSG00000159713	ENST00000393957	61.24	0	0	0	1	0	365	125	1	0	1	188	1	188	0	153	2263	NA	NA	NA	NA	NA	NA	NA
ENSG00000197362	ENST00000491431	46.13	0	0	0	1	0	782	78	1	2	0	18	0	2050	0	139	9906	0.51	0.23	0.26	0	0	0	1
ENSG00000180592	ENST00000449193	45.39	0	0	1	0	0	1621	2253	NA	NA	NA	NA	0	NA	0	NA	1676	NA	NA	NA	NA	NA	NA	NA
ENSG00000242372	ENST00000374450	52.05	0	0	0	1	0	279	52	2	1	2	107	1	9	0	154.25	234	0.3	0.27	0.43	0	1	0	0
ENSG00000100226	ENST00000216044	51.11	0	0	0	1	0	2883	12	6	3	2	192	0	92	0	171.5	2698	0.28	0.28	0.44	0	1	0	0
ENSG00000186881	ENST00000334726	46.35	1	0	1	0	0	20	20	1	0	0	NA	0	NA	0	959	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000106631	ENST00000223364	61.44	0	0	0	1	0	57	27	3	2	1	3	0	101	0	83.6	229	NA	NA	NA	NA	NA	NA	NA
ENSG00000105821	ENST00000379263	40.48	0	0	0	1	0	280	145	5	6	5	64	0	74	0	114.13333333333334	2605	0.33	0.33	0.34	1	0	0	0
ENSG00000204947	ENST00000378061	47.06	0	0	0	0	1	828	111	1	2	0	18	0	1954	0	142	7848	0.45	0.24	0.31	0	0	0	1
ENSG00000141682	ENST00000316660	39.61	0	0	0	1	0	1552	182	0	1	0	58	0	106	0	NA	2412	0.41	0.28	0.31	1	0	0	0
ENSG00000132879	ENST00000251547	54.94	0	0	0	1	0	2054	106	1	1	2	265	1	143	0	118.66666666666667	854	0.26	0.38	0.36	0	0	1	0
